pointid	key	value	Naam	tar_group	cvvi	area_prop_sb	openheid_klasse	openheid_waarde	is_sbp	X	Y
W(_1025.1	highway	track	Weidestreek (Luik)	1	0.325929553082486	0	3	1.40540933609009	1	250831.729718599	160003.351770239
W(_1025.2	highway	track	Weidestreek (Luik)	1	0.33353031153577	0	3	1.40839219093323	1	250874.461412995	160031.112921846
W(_1025.3	highway	track	Weidestreek (Luik)	1	0.327585163834626	0	3	1.42085015773773	1	250917.304982035	160058.70684535
W(_1025.4	highway	track	Weidestreek (Luik)	1	0.310351761004905	0	3	1.42874705791473	1	250959.508905774	160087.279136305
W(_1025.5	highway	track	Weidestreek (Luik)	1	0.280023982225792	0	3	1.43714559078217	1	250997.129957846	160121.505338855
W(_1025.6	highway	track	Weidestreek (Luik)	1	0.316071143603431	0	3	1.43885135650635	1	251033.665595014	160156.832281552
W(_1025.7	highway	track	Weidestreek (Luik)	1	0.33909918406605	0	3	1.43503975868225	1	251082.836204651	160168.841953972
W(_1032.1	highway	track	Weidestreek (Luik)	1	0.330294345065599	0	3	1.47242057323456	1	248869.223820979	162734.518350206
W(_1032.2	highway	track	Weidestreek (Luik)	1	0.349785398921089	0	3	1.4601948261261	1	248822.84730235	162747.501601376
W(_1032.3	highway	track	Weidestreek (Luik)	1	0.408409070556131	0	3	1.45320916175842	1	248779.374625582	162768.224750706
W(_1032.4	highway	track	Weidestreek (Luik)	1	0.416461359214633	0	3	1.44535899162292	1	248737.063439724	162791.462428367
W(_104	highway	tertiary	Weidestreek (Luik)	1	0.36581472120389	0	3	1.35371720790863	1	255707.201575793	158006.111654034
W(_1042	highway	track	Weidestreek (Luik)	1	0.229452599249203	0	3	1.37992835044861	1	249345.247327345	162574.837146231
W(_1042.1	highway	track	Weidestreek (Luik)	1	0.252405384677616	0	3	1.38410198688507	1	249380.804519977	162611.371712469
W(_1042.2	highway	track	Weidestreek (Luik)	1	0.231484485172413	0	3	1.38821613788605	1	249423.837099573	162639.544206258
W(_1042.3	highway	track	Weidestreek (Luik)	1	0.348656573408302	0	3	1.38669514656067	1	249466.22471112	162668.631653134
W(_1042.4	highway	track	Weidestreek (Luik)	1	0.455819742096711	0	3	1.38596498966217	1	249512.371276806	162691.083100655
W(_1042.5	highway	track	Weidestreek (Luik)	1	0.444983017173106	0	3	1.38808166980743	1	249560.900091182	162708.097388692
W(_1048.1	highway	track	Weidestreek (Luik)	1	0.191448806982653	0	3	1.37481689453125	0	247487.216864592	162582.355873088
W(_1048.2	highway	track	Weidestreek (Luik)	1	0.212670726624611	0	3	1.39335334300995	0	247509.93799408	162535.650323997
W(_1048.3	highway	track	Weidestreek (Luik)	1	0.281905358080547	0	3	1.4096747636795	0	247532.234655524	162488.580193834
W(_1048.4	highway	track	Weidestreek (Luik)	1	0.377930781708591	0	3	1.41584646701813	0	247552.706025226	162440.798623711
W(_1048.5	highway	track	Weidestreek (Luik)	1	0.485093950396986	0	3	1.4111475944519	0	247571.974309704	162392.431496869
W(_1048.6	highway	track	Weidestreek (Luik)	1	0.416912889419636	0	3	1.40158689022064	0	247575.744098258	162341.749923028
W(_1048.7	highway	track	Weidestreek (Luik)	1	0.305384928748248	0	3	1.39021921157837	0	247568.739353123	162290.127164137
W(_1049.10	highway	track	Weidestreek (Luik)	1	0.502327353226834	0	3	1.41943502426147	0	247297.133164737	162276.039518447
W(_1049.11	highway	track	Weidestreek (Luik)	1	0.446563372891106	0	3	1.40650188922882	0	247345.580708194	162283.751527825
W(_1049.12	highway	track	Weidestreek (Luik)	1	0.386585110640614	0	3	1.39942836761475	0	247394.260718082	162281.977542054
W(_1049.13	highway	track	Weidestreek (Luik)	1	0.343915506254159	0	3	1.39468145370483	0	247442.847898946	162275.532047979
W(_1049.14	highway	track	Weidestreek (Luik)	1	0.326531593355998	0	3	1.38623690605164	0	247491.7138001	162271.793678822
W(_1049.7	highway	track	Weidestreek (Luik)	1	0.59903007216268	0	3	1.44255542755127	0	247153.715107803	162246.623889824
W(_1049.8	highway	track	Weidestreek (Luik)	1	0.532504621937617	0	3	1.43796956539154	0	247202.495384987	162250.526933682
W(_1049.9	highway	track	Weidestreek (Luik)	1	0.471397534174249	0	3	1.42480909824371	0	247250.10437422	162262.218564756
W(_105	highway	unclassified	Weidestreek (Luik)	1	0.483062064473919	0	3	1.4383202791214	1	252868.647319041	158506.625998087
W(_1061.1	highway	track	Weidestreek (Luik)	1	0.355279016417029	0	3	1.46929264068604	1	248705.033020494	163051.375262385
W(_1061.2	highway	track	Weidestreek (Luik)	1	0.41096774171863	0	3	1.4679206609726	1	248689.421456608	163098.10676467
W(_1061.3	highway	track	Weidestreek (Luik)	1	0.455368211891472	0	3	1.4593631029129	1	248672.406961366	163144.372038987
W(_1061.4	highway	track	Weidestreek (Luik)	1	0.478245742285687	0	3	1.44439470767975	0	248656.845709097	163191.124485081
W(_1061.5	highway	track	Weidestreek (Luik)	1	0.484717675226059	0	3	1.42452526092529	0	248644.875005336	163238.939973736
W(_1061.6	highway	track	Weidestreek (Luik)	1	0.493673024294794	0	3	1.39290761947632	0	248634.071572069	163287.037627521
W(_1063	highway	track	Weidestreek (Luik)	1	0.191749827119425	0	3	1.40491306781769	0	247852.353477971	162581.635013572
W(_1063.1	highway	track	Weidestreek (Luik)	1	0.2115419011117	0	3	1.40893411636353	0	247838.735700718	162530.260224911
W(_1063.2	highway	track	Weidestreek (Luik)	1	0.241719169822416	0	3	1.41143643856049	0	247821.003916172	162480.784658698
W(_1063.3	highway	track	Weidestreek (Luik)	1	0.293193613209246	0	3	1.41459286212921	0	247786.736088175	162440.226669518
W(_1063.4	highway	track	Weidestreek (Luik)	1	0.296279069611131	0	3	1.41617286205292	0	247754.682817507	162397.855254051
W(_1063.5	highway	track	Weidestreek (Luik)	1	0.319608130210387	0	3	1.41602301597595	0	247731.411506213	162350.771350958
W(_107	highway	tertiary	Weidestreek (Luik)	1	0.516023769449651	0	3	1.49877059459686	1	253134.133555528	160149.713190167
W(_107.1	highway	tertiary	Weidestreek (Luik)	1	0.507595205620331	0	3	1.48649406433105	1	253176.866282626	160128.852488065
W(_107.2	highway	tertiary	Weidestreek (Luik)	1	0.470419218729851	0	3	1.49203157424927	1	253216.252453046	160102.269764028
W(_107.3	highway	tertiary	Weidestreek (Luik)	1	0.43956465471126	0	3	1.49872708320618	1	253252.467449018	160071.437403856
W(_107.4	highway	tertiary	Weidestreek (Luik)	1	0.514443413731671	0	3	1.50113701820374	1	253287.803689798	160039.559386198
W(_107.5	highway	tertiary	Weidestreek (Luik)	1	0.646440743703214	0	3	1.50362169742584	1	253323.173139525	160007.718421756
W(_107.6	highway	tertiary	Weidestreek (Luik)	1	0.624842548890211	0	3	1.50326764583588	1	253358.716049424	159976.070997245
W(_107.7	highway	tertiary	Weidestreek (Luik)	1	0.534912783031556	0	3	1.49977159500122	1	253394.258959322	159944.423572733
W(_1076	highway	track	Weidestreek (Luik)	1	0.38771393615344	0	3	1.40447771549225	0	247290.805084255	161752.141370186
W(_108	highway	unclassified	Weidestreek (Luik)	1	0.397346580529948	0	3	1.3608695268631	1	257150.774174113	159951.507448632
W(_108.1	highway	unclassified	Weidestreek (Luik)	1	0.374017519930689	0	3	1.35261499881744	0	257607.013366104	159688.943930458
W(_108.1.1	highway	unclassified	Weidestreek (Luik)	1	0.353171875459599	0	3	1.39089906215668	0	257636.32643313	159646.831791373
W(_108.1.2	highway	unclassified	Weidestreek (Luik)	1	0.298235700500045	0	3	1.40318059921265	0	257665.516766141	159604.634680111
W(_108.2	highway	unclassified	Weidestreek (Luik)	1	0.36062212384467	0	3	1.35286748409271	1	257190.120173363	159932.711390839
W(_1082	highway	track	Weidestreek (Luik)	1	0.265123485455935	0	3	1.38142621517181	1	250776.200452993	160193.857879557
W(_1091.1	highway	track	Weidestreek (Luik)	1	0.43918837954039	0	3	1.45629739761353	0	247471.256454245	161413.006672939
W(_1094.1	highway	tertiary	Weidestreek (Luik)	1	0.407656520214231	0	3	1.42842471599579	1	249577.856178863	161415.34962331
W(_1094.2	highway	tertiary	Weidestreek (Luik)	1	0.380940983076335	0	3	1.43475496768951	1	249622.685540658	161396.84736413
W(_1094.3	highway	tertiary	Weidestreek (Luik)	1	0.362654009767784	0	3	1.42897391319275	1	249665.018302148	161373.321821537
W(_1094.4	highway	tertiary	Weidestreek (Luik)	1	0.324499707432838	0	3	1.41484594345093	1	249705.188173332	161346.143446315
W(_1099	highway	track	Weidestreek (Luik)	1	0.189115900922735	0	3	1.35635364055634	1	251918.352228729	159128.043568338
W(_1099.1	highway	track	Weidestreek (Luik)	1	0.275884955345238	0	3	1.38853144645691	1	251957.601083956	159153.341161268
W(_1099.2	highway	track	Weidestreek (Luik)	1	0.350011164023707	0	3	1.41426002979279	1	251997.025150308	159178.363791006
W(_1099.3	highway	track	Weidestreek (Luik)	1	0.382822358931114	0	3	1.45310401916504	1	252036.534656559	159203.25233778
W(_1100	highway	track	Weidestreek (Luik)	1	0.468312077772406	0	3	1.3854067325592	1	252921.205962066	159662.964340735
W(_1100.1	highway	track	Weidestreek (Luik)	1	0.356859372135085	0	3	1.36570310592651	1	252895.880956587	159630.694335132
W(_1102	highway	track	Weidestreek (Luik)	1	0.384553224717426	0	3	1.38939189910889	1	254321.166965294	159371.084733405
W(_1103	highway	track	Weidestreek (Luik)	1	0.448971533985268	0	3	1.39161467552185	1	254600.701756321	159246.86250188
W(_1104.1	highway	track	Weidestreek (Luik)	1	0.423234312291771	0	3	1.37737619876862	1	254639.013604274	159260.120422913
W(_1109	highway	track	Weidestreek (Luik)	1	0.406076164496282	0	3	1.37980127334595	1	254286.481323383	160930.931833007
W(_1109.1	highway	track	Weidestreek (Luik)	1	0.368298137332143	0	3	1.37431609630585	1	254277.766655905	160971.711420395
W(_1109.2	highway	track	Weidestreek (Luik)	1	0.3515162647075	0	2	1.34993302822113	1	254269.766430211	161012.700602938
W(_1116	highway	track	Weidestreek (Luik)	1	0.287699995713283	0	3	1.35591650009155	1	252389.963161776	160642.495514095
W(_1117	highway	unclassified	Weidestreek (Luik)	1	0.392756023444321	0	3	1.37741005420685	1	252403.107603131	160594.954920383
W(_1118	highway	track	Weidestreek (Luik)	1	0.311480586517735	0	3	1.43337655067444	1	249830.153125546	161134.068416024
W(_1119	highway	track	Weidestreek (Luik)	1	0.343840251220063	0	3	1.44774127006531	1	248633.508534691	161481.515488495
W(_1120	highway	track	Weidestreek (Luik)	1	0.465151366336358	0	3	1.43218123912811	0	248326.908241659	161213.195841153
W(_1120.1	highway	track	Weidestreek (Luik)	1	0.447767453438092	0	3	1.44746994972229	1	248385.366162725	161192.920928281
W(_113	highway	tertiary	Weidestreek (Luik)	1	0.361299419152336	0	3	1.39800500869751	1	255792.112011639	158045.770289724
W(_113.1	highway	tertiary	Weidestreek (Luik)	1	0.560348984588433	0	3	1.46374773979187	1	256205.778841549	158486.77984344
W(_113.2	highway	tertiary	Weidestreek (Luik)	1	0.441747050702903	0	3	1.4595935344696	1	256333.588320493	158571.006464008
W(_113.2.1	highway	tertiary	Weidestreek (Luik)	1	0.414429473291468	0	3	1.45967698097229	1	256371.42314244	158596.084896559
W(_113.3	highway	tertiary	Weidestreek (Luik)	1	0.372211399110019	0	3	1.42519593238831	1	255826.58364315	158083.674596279
W(_113.4	highway	tertiary	Weidestreek (Luik)	1	0.398023875837846	0	3	1.44200396537781	1	255860.108613527	158122.414357138
W(_113.5	highway	tertiary	Weidestreek (Luik)	1	0.385456285127797	0	3	1.45758426189423	1	255893.433388066	158161.330796292
W(_113.6	highway	tertiary	Weidestreek (Luik)	1	0.43963990974552	0	3	1.46460151672363	1	255926.758162604	158200.247235446
W(_113.7	highway	tertiary	Weidestreek (Luik)	1	0.424513647872937	0	3	1.467609167099	1	255960.192290208	158239.06965631
W(_113.8	highway	tertiary	Weidestreek (Luik)	1	0.349108103613365	0	3	1.46957063674927	1	255993.671552594	158277.853271723
W(_113.9	highway	tertiary	Weidestreek (Luik)	1	0.367997117195359	0	3	1.47021698951721	1	256027.15081498	158316.636887136
W(_1135	highway	track	Weidestreek (Luik)	1	0.63086295162563	0	3	1.46075570583344	1	252474.396930161	159052.004816222
W(_1135.1	highway	track	Weidestreek (Luik)	1	0.363256050041398	0	3	1.43804132938385	1	252522.667105953	159082.694171213
W(_1138	highway	track	Weidestreek (Luik)	1	0.287173210473889	0	3	1.35101389884949	1	251467.435227826	160664.668847676
W(_1139	highway	track	Weidestreek (Luik)	1	0.281303317807047	0	2	1.34505045413971	1	251526.273891006	160654.896870194
W(_1140	highway	track	Weidestreek (Luik)	1	0.396970305359098	0	3	1.43457889556885	1	251614.10656548	160131.206173301
W(_1140.1	highway	track	Weidestreek (Luik)	1	0.44114501042936	0	3	1.44297325611115	1	251559.39995738	160131.502486045
W(_1140.2	highway	track	Weidestreek (Luik)	1	0.571336219580251	0	3	1.44312393665314	1	251507.193480012	160146.115824246
W(_1149	highway	track	Weidestreek (Luik)	1	0.50345617873974	0	3	1.43895280361176	0	247648.085346496	161017.097183954
W(_1149.1	highway	track	Weidestreek (Luik)	1	0.491641138371729	0	3	1.43675351142883	0	247668.778274136	160980.387117594
W(_1157	highway	unclassified	Weidestreek (Luik)	1	0.566519897392236	0	3	1.37602591514587	1	252864.012626304	161518.055639679
W(_1157.1	highway	unclassified	Weidestreek (Luik)	1	0.527613044715084	0	3	1.37719166278839	1	252830.020327692	161476.962118629
W(_1157.2	highway	unclassified	Weidestreek (Luik)	1	0.517980400338686	0	3	1.36997306346893	1	252784.856697029	161448.545357614
W(_1157.3	highway	unclassified	Weidestreek (Luik)	1	0.489157722243371	0	3	1.3533923625946	1	252738.285565676	161422.244900953
W(_1158.6	highway	track	Weidestreek (Luik)	1	0.626498159642531	0	4	1.5397937297821	1	253743.794953185	162129.534155657
W(_1158.7	highway	track	Weidestreek (Luik)	1	0.598127011752361	0	4	1.54036998748779	1	253764.912018328	162087.543572548
W(_1162	highway	tertiary	Weidestreek (Luik)	1	0.353096620425572	0	3	1.37539529800415	1	254407.171457693	159549.416294699
W(_1170	highway	track	Weidestreek (Luik)	1	0.572314535024691	0	4	1.52310192584991	1	253924.274518838	162127.562713876
W(_1171	highway	track	Weidestreek (Luik)	1	0.347226727758572	0	2	1.34481513500214	0	245116.537760884	161258.373055694
W(_1171.1	highway	track	Weidestreek (Luik)	1	0.369577472913284	0	3	1.3637113571167	0	245016.593633261	161235.545523628
W(_1171.1.1	highway	track	Weidestreek (Luik)	1	0.435425627830748	0	3	1.39314985275269	0	245005.529761832	161186.860967459
W(_1172	highway	track	Weidestreek (Luik)	1	0.31531859326148	0	3	1.39346063137054	1	250050.887565363	161051.850128096
W(_1172.1	highway	track	Weidestreek (Luik)	1	0.348957593544984	0	3	1.40253019332886	1	250060.291885685	161006.763280539
W(_1172.2	highway	track	Weidestreek (Luik)	1	0.371534103802404	0	3	1.41085827350616	1	250074.363216711	160963.001158916
W(_1172.3	highway	track	Weidestreek (Luik)	1	0.350462694228847	0	3	1.41769254207611	1	250094.529761231	160921.429344627
W(_1173.1	highway	track	Weidestreek (Luik)	1	0.21056358566722	0	3	1.42902851104736	1	252808.837706258	157660.903078357
W(_1181.7	highway	track	Weidestreek (Luik)	1	0.383349144170368	0	3	1.50794959068298	0	247747.187501122	163165.339224559
W(_1181.8	highway	track	Weidestreek (Luik)	1	0.407506010145726	0	3	1.4947224855423	0	247734.016199166	163117.507686716
W(_1181.9	highway	track	Weidestreek (Luik)	1	0.409537896068916	0	3	1.48092877864838	0	247729.201548796	163068.429488383
W(_1182.1	highway	track	Weidestreek (Luik)	1	0.379586392460765	0	3	1.4373425245285	0	247811.452430429	163018.256102888
W(_1182.2	highway	track	Weidestreek (Luik)	1	0.401560862444768	0	3	1.40921807289124	0	247863.590114776	163004.820620815
W(_1206	highway	track	Weidestreek (Luik)	1	0.390799392555401	0	3	1.36942279338837	0	247916.595211693	162995.880257292
W(_1206.1	highway	track	Weidestreek (Luik)	1	0.381242003213042	0	3	1.37468957901001	0	247940.785807971	163043.253126195
W(_124	highway	tertiary	Weidestreek (Luik)	1	0.336841533040213	0	3	1.44410955905914	1	253107.419848878	160233.764713963
W(_124.1	highway	tertiary	Weidestreek (Luik)	1	0.270466592883482	0	3	1.38301503658295	1	253228.45890479	160314.607592128
W(_1283	highway	track	Weidestreek (Luik)	1	0.453261070934127	0	3	1.4623099565506	1	252982.580864367	158158.88338228
W(_1283.1	highway	track	Weidestreek (Luik)	1	0.388918016700552	0	3	1.4626692533493	1	252988.477792291	158113.130564472
W(_1284	highway	unclassified	Weidestreek (Luik)	1	0.616564495129088	0	3	1.48478245735168	1	252728.514126674	158406.823549036
W(_1286	highway	tertiary	Weidestreek (Luik)	1	0.543567111963683	0	3	1.44781219959259	1	252471.487310565	159956.640736146
W(_1295.1	highway	tertiary	Weidestreek (Luik)	1	0.439489399677139	0	3	1.41335761547089	0	247682.301205004	161072.005838618
W(_1295.2	highway	tertiary	Weidestreek (Luik)	1	0.404721573880768	0	3	1.39966773986816	0	247720.216826055	161102.86892974
W(_130	highway	track	Weidestreek (Luik)	1	0.4798260980037	0	3	1.39152860641479	0	245293.387665193	161711.673779271
W(_130.1	highway	track	Weidestreek (Luik)	1	0.524527588313279	0	3	1.40890574455261	0	245332.16198006	161682.778530858
W(_130.2	highway	track	Weidestreek (Luik)	1	0.547254608639089	0	3	1.41827774047852	0	245372.777897447	161656.671610805
W(_130.3	highway	track	Weidestreek (Luik)	1	0.566519897392028	0	3	1.43672680854797	0	245411.177724251	161628.209536416
W(_130.4	highway	track	Weidestreek (Luik)	1	0.594514770111256	0	3	1.44168078899384	0	245441.027638172	161590.156105856
W(_130.5	highway	track	Weidestreek (Luik)	1	0.620477756907161	0	3	1.44226026535034	0	245470.588640254	161551.865007276
W(_1302	highway	tertiary	Weidestreek (Luik)	1	0.430007265369094	0	3	1.48993170261383	1	253430.089656685	159912.562645348
W(_1302.1	highway	tertiary	Weidestreek (Luik)	1	0.362503499699398	0	3	1.47823059558868	1	253466.208141511	159880.488215088
W(_1302.2	highway	tertiary	Weidestreek (Luik)	1	0.327886183971434	0	3	1.45799827575684	1	253502.326626337	159848.413784829
W(_1303	highway	tertiary	Weidestreek (Luik)	1	0.265499760626874	0	3	1.441237449646	1	252807.534798733	160380.388832424
W(_1303.1	highway	tertiary	Weidestreek (Luik)	1	0.262263794156703	0	3	1.45276081562042	1	252850.56192196	160348.899796208
W(_1303.2	highway	tertiary	Weidestreek (Luik)	1	0.364008600383383	0	3	1.45931398868561	1	252893.508314451	160317.300707987
W(_1303.3	highway	tertiary	Weidestreek (Luik)	1	0.41495625853069	0	3	1.46357083320618	1	252936.454706942	160285.701619766
W(_1303.5	highway	tertiary	Weidestreek (Luik)	1	0.379511137426669	0	3	1.49140071868896	1	253019.937601063	160219.530956208
W(_1304	highway	tertiary	Weidestreek (Luik)	1	0.163303424195089	0	3	1.35603594779968	1	252216.456721341	160545.417371179
W(_1304.1	highway	tertiary	Weidestreek (Luik)	1	0.181063612264264	0	3	1.36905646324158	1	252269.370164022	160533.583704555
W(_1305	highway	track	Weidestreek (Luik)	1	0.418192225000979	0	3	1.36920392513275	1	251998.967914673	159994.663889091
W(_131.1	highway	track	Weidestreek (Luik)	1	0.623864233445741	0	3	1.43294894695282	0	245529.223580139	161468.275558661
W(_131.2	highway	track	Weidestreek (Luik)	1	0.583226514982554	0	3	1.41418516635895	0	245557.804812901	161424.88002806
W(_131.3	highway	track	Weidestreek (Luik)	1	0.549211239528154	0	3	1.41626346111298	0	245591.166823681	161385.836327418
W(_131.4	highway	track	Weidestreek (Luik)	1	0.572314535024804	0	3	1.43305480480194	0	245634.332256181	161357.006569365
W(_1324	highway	track	Weidestreek (Luik)	1	0.242321210096023	0	3	1.35995543003082	0	258087.2021032	159286.81496088
W(_1324.1	highway	track	Weidestreek (Luik)	1	0.242020189959118	0	3	1.40368509292603	0	258049.047069167	159257.616771323
W(_1324.2	highway	track	Weidestreek (Luik)	1	0.318780324834292	0	3	1.43732559680939	0	258021.890333406	159218.447765754
W(_135.6	highway	track	Weidestreek (Luik)	1	0.447917963506624	0	3	1.4689838886261	0	247209.876747978	161581.623978356
W(_135.7	highway	track	Weidestreek (Luik)	1	0.450852909840094	0	3	1.44905090332031	0	247230.309356448	161627.905712331
W(_135.8	highway	track	Weidestreek (Luik)	1	0.458152648156582	0	3	1.43130552768707	0	247247.56244116	161675.515790315
W(_140.1	highway	track	Weidestreek (Luik)	1	0.465903916678265	0	3	1.41285145282745	0	245343.404308941	161758.537965269
W(_140.2	highway	track	Weidestreek (Luik)	1	0.454164131344378	0	3	1.42325878143311	0	245393.238032266	161768.471977456
W(_140.3	highway	track	Weidestreek (Luik)	1	0.417665439761712	0	3	1.4274742603302	0	245443.640219164	161774.302704388
W(_141.1	highway	track	Weidestreek (Luik)	1	0.182568712948032	0	3	1.35808455944061	0	247408.649601888	161864.722835792
W(_141.2	highway	track	Weidestreek (Luik)	1	0.191599317051034	0	3	1.35021507740021	0	247417.723526879	161911.597427045
W(_142	highway	track	Weidestreek (Luik)	1	0.245030391326879	0	3	1.38900327682495	0	247774.212158788	161174.098891748
W(_142.1	highway	track	Weidestreek (Luik)	1	0.300493351525842	0	3	1.39243292808533	0	247725.567117366	161180.730149818
W(_142.10	highway	track	Weidestreek (Luik)	1	0.494651339739313	0	3	1.43120467662811	0	247482.537913801	161527.154357225
W(_142.11	highway	track	Weidestreek (Luik)	1	0.485319715499592	0	3	1.43568289279938	0	247444.510665659	161558.387489305
W(_142.12	highway	track	Weidestreek (Luik)	1	0.451755970250377	0	3	1.43466126918793	0	247410.487860058	161593.897522363
W(_142.13	highway	track	Weidestreek (Luik)	1	0.376275170956376	0	3	1.42503237724304	0	247384.35994238	161635.097805182
W(_142.14	highway	track	Weidestreek (Luik)	1	0.372587674281071	0	3	1.41274905204773	0	247373.101696714	161682.903519234
W(_142.2	highway	track	Weidestreek (Luik)	1	0.306062224056025	0	3	1.3970582485199	0	247680.005900652	161196.858869847
W(_142.3	highway	track	Weidestreek (Luik)	1	0.302148962278066	0	3	1.40845286846161	0	247641.709301806	161227.73119452
W(_142.4	highway	track	Weidestreek (Luik)	1	0.342410405570385	0	3	1.41508316993713	0	247617.678326213	161270.291730878
W(_142.5	highway	track	Weidestreek (Luik)	1	0.329617049757855	0	3	1.41984605789185	0	247601.412511914	161316.683497731
W(_142.6	highway	track	Weidestreek (Luik)	1	0.367696097058701	0	3	1.43071162700653	0	247588.146926184	161364.057354631
W(_142.7	highway	track	Weidestreek (Luik)	1	0.360321103707936	0	3	1.43107306957245	0	247567.126949025	161408.424611552
W(_142.8	highway	track	Weidestreek (Luik)	1	0.444004701728583	0	3	1.43207573890686	0	247542.309733357	161450.884433265
W(_143.1	highway	track	Weidestreek (Luik)	1	0.221927095830179	0	3	1.4083559513092	0	247447.667002943	161676.925105683
W(_143.2	highway	track	Weidestreek (Luik)	1	0.247137532284135	0	3	1.41153931617737	0	247491.849443379	161650.585611599
W(_143.3	highway	track	Weidestreek (Luik)	1	0.301772687107059	0	3	1.40989542007446	0	247536.833676003	161625.626187014
W(_143.4	highway	track	Weidestreek (Luik)	1	0.327735673903093	0	3	1.41338837146759	0	247579.774267502	161597.329849213
W(_143.5	highway	track	Weidestreek (Luik)	1	0.33368082160425	0	3	1.41379702091217	0	247621.71059936	161567.562646324
W(_143.6	highway	track	Weidestreek (Luik)	1	0.338271378689828	0	3	1.40964841842651	0	247661.778712473	161535.468974361
W(_143.7	highway	track	Weidestreek (Luik)	1	0.366266251408926	0	3	1.40587556362152	0	247697.062840782	161498.031690171
W(_144	highway	track	Weidestreek (Luik)	1	0.204768948034509	0	3	1.36555707454681	0	247415.498848737	162651.068762365
W(_144.1	highway	track	Weidestreek (Luik)	1	0.222152860932724	0	3	1.36602604389191	0	247397.50990104	162688.961018899
W(_144.2	highway	track	Weidestreek (Luik)	1	0.184901619008012	0	3	1.36711668968201	0	247396.890235379	162733.330802026
W(_144.3	highway	track	Weidestreek (Luik)	1	0.123418256073727	0	3	1.37562036514282	0	247395.578739824	162777.686858858
W(_146.1	highway	track	Weidestreek (Luik)	1	0.456873312575293	0	3	1.35990953445435	0	245230.259962512	161637.772134735
W(_146.2	highway	track	Weidestreek (Luik)	1	0.406678204769864	0	2	1.34614896774292	0	245221.359630244	161591.118192129
