pointid	key	value	Naam	tar_group	cvvi	area_prop_sb	openheid_klasse	openheid_waarde	is_sbp	in_sample	sample_order	batch	X	Y
Km_11633.3	highway	unclassified	Kempen	1	0.642000696685787	0	3	1.50132358074188	0	1	452	eerste set	247956.781658047	203578.693900679
Km_11681.8	highway	unclassified	Kempen	1	0.516023769449693	0	3	1.45440697669983	0	1	222	eerste set	198707.914838174	222718.401769188
Km_11740.2	highway	unclassified	Kempen	1	0.281905358080585	0	3	1.394078373909	0	1	128	eerste set	167818.406669805	224356.510583606
Km_11890.1	highway	unclassified	Kempen	1	0.617467555539502	0	3	1.49753296375275	0	1	323	eerste set	164543.127457321	230536.723829866
Km_11938.6	highway	unclassified	Kempen	1	0.365438446032876	0	3	1.38115811347961	0	1	160	eerste set	197420.288135555	196720.56408473
Km_11981.1.3	highway	unclassified	Kempen	1	0.451379695079323	0	3	1.44491708278656	0	1	262	eerste set	159885.730316799	230296.277728268
Km_12007.8	highway	track	Kempen	1	0.691066978978593	0	3	1.45682907104492	0	1	471	eerste set	195252.131923759	236747.01707432
Km_12025	highway	unclassified	Kempen	1	0.186933504931146	0	3	1.46055018901825	0	1	1143	eerste set	247919.099857341	206161.357865503
Km_12051.1.4	highway	unclassified	Kempen	1	0.502252098192713	0	3	1.39708161354065	0	1	1157	eerste set	180542.91803245	199305.914932796
Km_12312.3.4	highway	unclassified	Kempen	1	0.555081132194893	0	3	1.39250731468201	0	1	1188	eerste set	168193.839342461	191829.14464449
Km_12398	highway	unclassified	Kempen	3	0.479750842969405	0	3	1.3883341550827	1	1	528	eerste set	176780.078661091	199846.944507505
Km_12411.5	highway	track	Kempen	3	0.679026173508044	0	3	1.48688173294067	1	1	41	eerste set	178362.007617482	199477.535867184
Km_12423	highway	track	Kempen	1	0.535289058202609	0	3	1.41511607170105	0	1	1086	eerste set	197652.768718691	223609.246007528
Km_12466.2	highway	track	Kempen	1	0.741563106920985	0	3	1.45722842216492	0	1	731	eerste set	178222.872423778	204450.022191022
Km_12477.1	highway	unclassified	Kempen	1	0.460410299182332	0	3	1.45168340206146	0	1	25	eerste set	174141.950930949	229463.235794932
Km_12515.7	highway	unclassified	Kempen	1	0.795069436231072	0	3	1.45913982391357	0	1	893	eerste set	183494.590485911	211323.212625798
Km_12517.11	highway	track	Kempen	1	0.147725632117517	0	3	1.3543393611908	0	1	509	eerste set	183568.338237205	214577.697967452
Km_12542.1	highway	track	Kempen	3	0.317275224150491	0	3	1.3530330657959	1	1	167	eerste set	190722.750436944	188168.440834012
Km_12558	highway	unclassified	Kempen	1	0.340905304886529	0	3	1.36216998100281	0	1	455	eerste set	185808.19431492	218939.772393075
Km_12624.2	highway	unclassified	Kempen	1	0.248040592694497	0	3	1.36023890972137	0	1	470	eerste set	171005.823786938	191295.167412328
Km_12667.6	highway	unclassified	Kempen	1	0.432189661360572	0	3	1.35526120662689	0	1	866	eerste set	170797.298029402	213007.889633182
Km_12760.3	highway	track	Kempen	1	0.722072053065362	0	3	1.48709177970886	0	1	832	eerste set	200595.734933441	222821.202562234
Km_12764.2	highway	track	Kempen	1	0.551468890553763	0.00345652503806797	3	1.43174982070923	0	1	451	eerste set	201688.58875993	222095.218267439
Km_12774.1.3	highway	unclassified	Kempen	1	0.756087328519832	0.0136421744238035	3	1.47474718093872	0	1	543	eerste set	202693.782748478	221850.132334177
Km_12787	highway	track	Kempen	3	0.417590184727501	0	3	1.36448359489441	1	1	362	eerste set	203793.495770403	222426.625482519
Km_12790.7	highway	unclassified	Kempen	1	0.557790313425775	0	3	1.42777943611145	0	1	1055	eerste set	181630.028978287	201726.209065169
Km_12824.5	highway	track	Kempen	1	0.378758587084781	0	3	1.35501885414124	0	1	398	eerste set	162376.636586295	189081.382276236
Km_12865.2	highway	track	Kempen	3	0.295752284371771	0.0256499793106701	3	1.3833212852478	1	1	293	eerste set	229612.571539115	199563.622754233
Km_12920.7	highway	unclassified	Kempen	3	0.398023875837747	0.0391158599250525	3	1.42014801502228	1	1	354	eerste set	183680.867800221	199165.970181487
Km_12937.1	highway	unclassified	Kempen	3	0.515647494278695	0	3	1.41536593437195	1	1	111	eerste set	184306.825576594	199896.462446823
Km_12953.4	highway	track	Kempen	1	0.651633341062381	0	3	1.46823596954346	0	1	304	eerste set	179366.211955056	202625.292441248
Km_12957.2	highway	track	Kempen	1	0.691744274286396	0	3	1.49349308013916	0	1	785	eerste set	177943.476843062	202954.664723043
Km_13048.3	highway	track	Kempen	1	0.630486676454627	0	3	1.46030402183533	0	1	999	eerste set	191115.491034494	207622.70356864
Km_13072.2.3	highway	unclassified	Kempen	3	0.549135984493893	0.100702877644683	3	1.43379878997803	1	1	223	eerste set	195230.459468193	209951.950718536
Km_13107.1	highway	unclassified	Kempen	1	0.491942158508453	0	3	1.41196835041046	0	1	709	eerste set	181928.313214067	202686.998384003
Km_13195.2.4	highway	unclassified	Kempen	1	0.676241737242847	0	3	1.47347366809845	0	1	367	eerste set	148909.714451843	226220.51596197
Km_13310.1.3	highway	unclassified	Kempen	3	0.556962508049782	0	3	1.4255918264389	1	1	194	eerste set	227036.548021239	205501.098239739
Km_13448.5.3	highway	tertiary	Kempen	3	0.173312343742543	0.0197555445019617	3	1.37338125705719	1	1	225	eerste set	190243.504462115	210548.379491085
Km_13448.7.5	highway	tertiary	Kempen	1	0.613178018590576	0	3	1.46054935455322	0	1	1081	eerste set	190890.619912778	210901.937080478
Km_13449.3	highway	tertiary	Kempen	2	0.752249321776065	0	4	1.51562678813934	0	1	14	eerste set	187372.18531341	209610.282442182
Km_13449.5	highway	tertiary	Kempen	1	0.716202160398589	0	3	1.47330605983734	0	1	281	eerste set	187383.273868878	209509.984171223
Km_13620	highway	unclassified	Kempen	1	0.594514770111142	0	3	1.50715482234955	0	1	1048	eerste set	249252.839761095	201450.198354832
Km_13620.4.1	highway	unclassified	Kempen	1	0.549738024767312	0	3	1.46328914165497	0	1	660	eerste set	248468.126570649	201467.76779839
Km_13639.2	highway	unclassified	Kempen	1	0.346699942519273	0	3	1.38741219043732	0	1	306	eerste set	184788.816968083	197215.672158296
Km_13707	highway	track	Kempen	1	0.463495755584266	0	3	1.39391624927521	0	1	1	eerste set	155789.092736919	237287.108593571
Km_13789	highway	unclassified	Kempen	1	0.41390268805207	0	3	1.3510707616806	0	1	478	eerste set	174432.338816101	213159.455338091
Km_13793.10	highway	unclassified	Kempen	3	0.681359079568022	0	3	1.40871155261993	1	1	236	eerste set	177236.8424348	214023.673495062
Km_13799.2	highway	track	Kempen	3	0.401786627547298	0	3	1.37944114208221	1	1	45	eerste set	188221.031324958	230354.126948068
Km_13877	highway	unclassified	Kempen	3	0.503004648534589	0	3	1.39251184463501	1	1	42	eerste set	177469.370211108	213050.92854126
Km_13991	highway	track	Kempen	1	0.61039358232551	0	3	1.35349059104919	0	1	1161	eerste set	232886.957752116	198138.567342893
Km_14017.3	highway	track	Kempen	1	0.539653850185788	0	3	1.43631708621979	0	1	72	eerste set	153445.844670417	234668.350917264
Km_14021.1	highway	unclassified	Kempen	1	0.509702346577617	0	3	1.41149544715881	0	1	497	eerste set	152205.747362371	234668.472482619
Km_14026.8	highway	unclassified	Kempen	1	0.517378360065103	0	3	1.37069714069366	0	1	382	eerste set	188068.299271736	202588.545380642
Km_14036.6	highway	unclassified	Kempen	1	0.564638521537114	0	3	1.4745100736618	0	1	33	eerste set	233987.414396711	209525.128801893
Km_14086.1.6	highway	unclassified	Kempen	3	0.758871764785044	0	3	1.48126423358917	1	1	304	eerste set	164083.659215912	234923.608131027
Km_14087.4	highway	unclassified	Kempen	3	0.568100253110062	0	3	1.42889368534088	1	1	377	eerste set	162388.942968449	232944.755289549
Km_14088.11	highway	unclassified	Kempen	4	0.796273516777928	0	4	1.55963456630707	1	1	28	eerste set	164075.060796531	235488.029490756
Km_14157.4	highway	unclassified	Kempen	3	0.234419431505866	0	3	1.35778403282166	1	1	273	eerste set	224807.352387838	199503.845435069
Km_14195.2.5	highway	unclassified	Kempen	1	0.789350053632482	0	3	1.48380184173584	0	1	1012	eerste set	173906.776868531	239347.078229116
Km_14197.15	highway	track	Kempen	4	0.825397215010082	0	4	1.52941131591797	1	1	15	eerste set	223121.448082452	199756.115101017
Km_14208.1	highway	unclassified	Kempen	1	0.352720345254535	0	3	1.40988314151764	0	1	723	eerste set	234281.75626164	203602.731172113
Km_14259.13	highway	unclassified	Kempen	1	0.457023822643708	0	3	1.41775834560394	0	1	462	eerste set	175449.902359745	235263.148570263
Km_14264.4	highway	track	Kempen	2	0.823290074052734	0	4	1.53910052776337	0	1	38	eerste set	175299.438823944	233572.184623846
Km_14276.7	highway	unclassified	Kempen	1	0.702882019346628	0	3	1.5068382024765	0	1	168	eerste set	174645.32333617	235537.773194519
Km_14278.33	highway	unclassified	Kempen	1	0.65178385113075	0	3	1.50362360477448	0	1	420	eerste set	174893.14352783	232618.798456255
Km_14285.11	highway	unclassified	Kempen	1	0.509100306304107	0	3	1.48904454708099	0	1	782	eerste set	178650.4111281	231547.484856301
Km_14286.7	highway	track	Kempen	1	0.244353096019108	0	3	1.36865997314453	0	1	805	eerste set	177965.450604092	231003.031356822
Km_14303.4	highway	unclassified	Kempen	1	0.36521268093038	0	3	1.36288154125214	0	1	67	eerste set	181890.362062625	224891.190353335
Km_14314.1	highway	unclassified	Kempen	1	0.375071090409466	0	3	1.36121666431427	0	1	1154	eerste set	190889.983828384	195997.844213323
Km_14330.2	highway	unclassified	Kempen	1	0.470569728798143	0	3	1.39685201644897	0	1	1158	eerste set	188152.642941241	214193.892469269
Km_14347.2	highway	unclassified	Kempen	1	0.288753566191946	0	3	1.38403010368347	0	1	1023	eerste set	162530.232947153	186555.704618665
Km_14365.8	highway	unclassified	Kempen	1	0.477869467114732	0	3	1.39413523674011	0	1	1228	eerste set	233067.244545094	203977.479044577
Km_14448.3	highway	unclassified	Kempen	1	0.386735620709034	0	3	1.37520825862885	0	1	853	eerste set	189974.49944333	219478.576303019
Km_14527.8	highway	unclassified	Kempen	1	0.112280511013413	0	3	1.40567803382874	0	1	831	eerste set	157338.055883072	238041.386897765
Km_14529.2	highway	unclassified	Kempen	1	0.545523742852705	0	3	1.44509446620941	0	1	1238	eerste set	246965.306303438	204134.243781632
Km_14535.10	highway	unclassified	Kempen	2	0.749765905647884	0.126589477689255	4	1.51649856567383	0	1	24	eerste set	183384.469244309	230962.441917393
Km_14535.18	highway	unclassified	Kempen	1	0.444531486967922	0	3	1.43361437320709	0	1	823	eerste set	183093.800352421	231224.821237348
Km_14548.1.5	highway	unclassified	Kempen	1	0.526333709133836	0	3	1.44444298744202	0	1	472	eerste set	249127.472819141	204262.599669089
Km_14553.16	highway	track	Kempen	3	0.760376865468748	0	3	1.46259069442749	1	1	35	eerste set	243120.261754353	204250.909754734
Km_14554.3	highway	unclassified	Kempen	4	0.641549166480673	0	4	1.51196956634521	1	1	60	eerste set	242808.753134403	204414.347543161
Km_14557	highway	unclassified	Kempen	1	0.382897613965327	0	3	1.43539321422577	0	1	359	eerste set	250058.245323478	203389.5029431
Km_14566.1.2	highway	unclassified	Kempen	3	0.601663998359364	0	3	1.49293279647827	1	1	209	eerste set	249155.780223942	202648.989688889
Km_14579.6	highway	unclassified	Kempen	2	0.741262086784242	0	4	1.5176784992218	0	1	95	eerste set	250034.027670211	204411.202007686
Km_14581.2.5	highway	unclassified	Kempen	2	0.653740482019565	0	4	1.51447105407715	0	1	22	eerste set	250352.337355528	205668.754636978
Km_14583.7	highway	unclassified	Kempen	4	0.746153664006674	0	4	1.52311611175537	1	1	126	eerste set	249796.611771002	205670.826599299
Km_14584.2	highway	unclassified	Kempen	1	0.38635934553817	0	3	1.48297274112701	0	1	913	eerste set	248248.609420873	204790.803528368
Km_14596	highway	unclassified	Kempen	1	0.638614220147351	0	3	1.49804794788361	0	1	570	eerste set	250093.263895327	205481.215907316
Km_14599.2	highway	unclassified	Kempen	1	0.273552049285423	0	3	1.43128991127014	0	1	376	eerste set	239045.676784119	203504.86845658
Km_14606.4	highway	unclassified	Kempen	1	0.546502058297189	0	3	1.4801424741745	0	1	389	eerste set	239066.448500326	204202.185633044
Km_14618.1	highway	unclassified	Kempen	3	0.226517652915747	0	3	1.37704336643219	1	1	493	eerste set	238480.531033899	205185.892165705
Km_14656.1.4	highway	unclassified	Kempen	1	0.596019870794927	0	3	1.40886878967285	0	1	96	eerste set	239264.281443607	193861.833368305
Km_14659.6	highway	unclassified	Kempen	1	0.150886343553549	0	3	1.39173567295074	0	1	282	eerste set	238807.048552238	192879.050089829
Km_14660.5	highway	unclassified	Kempen	1	0.309900230799696	0	3	1.40751695632935	0	1	521	eerste set	239439.078501443	192747.616395783
Km_14663	highway	unclassified	Kempen	1	0.240063559070249	0	3	1.36479508876801	0	1	266	eerste set	240600.093086315	193966.946779874
Km_14678.1	highway	unclassified	Kempen	2	0.807260751769905	0	4	1.53115284442902	0	1	102	eerste set	249797.301248145	201986.397765941
Km_14698.2	highway	unclassified	Kempen	1	0.522420447355905	0	3	1.41716921329498	0	1	666	eerste set	191130.786584663	193444.38020029
Km_14779	highway	unclassified	Kempen	1	0.261285478712163	0	3	1.3821394443512	0	1	1246	eerste set	219366.426490578	217229.175653557
Km_14914.3	highway	track	Kempen	1	0.267682156618421	0	3	1.37435805797577	0	1	61	eerste set	213784.869783012	208056.183091257
Km_14977.17	highway	track	Kempen	3	0.650805535686293	0.268355449514655	3	1.49278151988983	1	1	189	eerste set	226810.23978901	195824.348552815
Km_14980.20	highway	track	Kempen	4	0.725082254433095	0.109213379227948	4	1.52414083480835	1	1	107	eerste set	226978.243310712	195124.879842555
Km_14983.6	highway	track	Kempen	3	0.645537683292758	0.186724836885342	3	1.42904257774353	1	1	501	eerste set	228288.098870345	195770.351314705
Km_14985.2	highway	track	Kempen	3	0.381768788452405	0.0102445943150648	3	1.41648161411285	1	1	43	eerste set	228945.530470068	195978.399787696
Km_14994.1	highway	unclassified	Kempen	3	0.577507132383959	0.0212605059526573	3	1.47912287712097	1	1	270	eerste set	229116.588153362	196772.472371069
Km_15097.1	highway	unclassified	Kempen	1	0.36739507692188	0	3	1.36680328845978	0	1	903	eerste set	183228.415826437	225357.307632116
Km_15203	highway	unclassified	Kempen	1	0.62153132738595	0	3	1.45897817611694	0	1	53	eerste set	236153.867295104	201830.306642586
Km_15205.1	highway	track	Kempen	2	0.573368105503439	0	4	1.5119823217392	0	1	56	eerste set	237079.331650705	201863.183292108
Km_15253.7	highway	track	Kempen	1	0.562982910785087	0	3	1.37943160533905	0	1	584	eerste set	228900.537340667	177372.124879113
Km_15324.11	highway	track	Kempen	1	0.600836192983201	0	3	1.38975656032562	0	1	511	eerste set	241151.644251282	191925.874153862
Km_15328.4	highway	track	Kempen	1	0.500295467303696	0	3	1.4312459230423	0	1	520	eerste set	241749.929051803	192186.314524456
Km_15359.1	highway	track	Kempen	1	0.549437004630602	0	3	1.43266117572784	0	1	636	eerste set	201207.442567882	219612.914242335
Km_15461.8	highway	unclassified	Kempen	1	0.441747050702949	0	3	1.44024634361267	0	1	549	eerste set	175426.585541663	226542.265613173
Km_15467.7	highway	track	Kempen	1	0.737950865279841	0	3	1.49811828136444	0	1	1224	eerste set	175510.022037357	227507.138361288
Km_15468.1.3	highway	unclassified	Kempen	1	0.469892433490427	0	3	1.47066426277161	0	1	788	eerste set	174968.735349023	227797.532220199
Km_15471.15	highway	unclassified	Kempen	2	0.866712228780927	0.0210119118963665	4	1.55511069297791	0	1	19	eerste set	174532.591499928	228517.523064485
Km_15472.2	highway	track	Kempen	1	0.59887956209431	0	3	1.40456390380859	0	1	1087	eerste set	175574.3004034	228469.009210372
Km_15478.2	highway	unclassified	Kempen	1	0.464248305926038	0	3	1.464240193367	0	1	122	eerste set	176308.664735743	227849.217878895
Km_15488.2	highway	unclassified	Kempen	2	0.729597556484598	0	4	1.5302220582962	0	1	98	eerste set	178176.471369317	230232.81992326
Km_15492.9	highway	unclassified	Kempen	1	0.489082467209197	0	3	1.4857120513916	0	1	536	eerste set	178550.200627197	228931.506226449
Km_15505.1.1	highway	tertiary	Kempen	1	0.157132511391401	0	3	1.38353192806244	0	1	852	eerste set	180128.04318353	228938.649224232
Km_15518.10	highway	track	Kempen	1	0.441897560771319	0	3	1.431276679039	0	1	133	eerste set	179558.205499642	236742.709214407
Km_15561.1	highway	track	Kempen	1	0.388541741529565	0	3	1.39443933963776	0	1	78	eerste set	229638.363655331	206732.933796969
Km_15612.2	highway	unclassified	Kempen	1	0.513088823116278	0	3	1.35825765132904	0	1	208	eerste set	189829.582498763	208991.366868211
Km_15644.4	highway	track	Kempen	1	0.543567111963723	0	3	1.48132288455963	0	1	934	eerste set	192282.927709671	221911.288331523
Km_15658.2	highway	unclassified	Kempen	1	0.361750949357534	0	3	1.4474858045578	0	1	833	eerste set	179039.504370611	240408.535321424
Km_15677.9	highway	unclassified	Kempen	1	0.471021259003244	0	3	1.4910980463028	0	1	968	eerste set	177464.678871953	237460.034545957
Km_15684	highway	unclassified	Kempen	1	0.351892539878451	0	3	1.43408668041229	0	1	185	eerste set	175769.176395162	239460.500164869
Km_15760.4	highway	unclassified	Kempen	1	0.498639856551494	0	3	1.422736287117	0	1	305	eerste set	172819.559448825	226123.809027043
Km_15824.1	highway	tertiary	Kempen	1	0.330896385339095	0	3	1.41399931907654	0	1	849	eerste set	180999.928955753	200574.525792659
Km_15831.2	highway	track	Kempen	1	0.767751858819507	0	3	1.46163165569305	0	1	526	eerste set	180549.219258984	197784.920182561
Km_15836	highway	track	Kempen	1	0.213724297103256	0	3	1.35142600536346	0	1	7	eerste set	180077.2396832	201278.484440146
Km_15867.15	highway	track	Kempen	3	0.555081132194888	0	3	1.45119345188141	1	1	11	eerste set	203114.378225555	220044.514829794
Km_15882.2	highway	track	Kempen	2	0.683466220525375	0	4	1.51941859722137	0	1	53	eerste set	200357.665330966	218908.006883495
Km_15948	highway	unclassified	Kempen	1	0.333831331672619	0	3	1.41771590709686	0	1	907	eerste set	200643.698115464	200104.414512889
Km_15953	highway	unclassified	Kempen	1	0.501424292816654	0	3	1.35745251178741	0	1	90	eerste set	183702.902090075	216272.666173243
Km_15959	highway	unclassified	Kempen	1	0.377855526674426	0	3	1.38423216342926	0	1	1265	eerste set	188516.41135504	206761.725193892
Km_16007.1	highway	track	Kempen	1	0.18851386064921	0	3	1.41431987285614	0	1	261	eerste set	190523.446804951	211705.672280632
Km_16011	highway	track	Kempen	1	0.525505903757751	0.0208885023458665	3	1.38544201850891	0	1	76	eerste set	189723.289480276	211367.709647317
Km_16016	highway	unclassified	Kempen	1	0.715600120124976	0.0898724571158462	3	1.45301389694214	0	1	603	eerste set	188975.941327242	210760.066712411
Km_16108.14	highway	track	Kempen	2	0.787167657640835	0	4	1.5405398607254	0	1	72	eerste set	182739.116006256	230701.665823342
Km_16186.13	highway	unclassified	Kempen	4	0.798305402701133	0	4	1.56282114982605	1	1	125	eerste set	164910.507693295	235421.523185656
Km_16188.10	highway	unclassified	Kempen	3	0.123041980902761	0	3	1.35208296775818	1	1	106	eerste set	159960.237607725	236210.299434688
Km_16190.3	highway	unclassified	Kempen	3	0.442650111113186	0	3	1.40934836864471	1	1	509	eerste set	160713.956746281	235729.24023373
Km_16225.7	highway	unclassified	Kempen	1	0.288151525918459	0	3	1.44529330730438	0	1	182	eerste set	176392.078866189	226870.9648271
Km_16250	highway	unclassified	Kempen	1	0.561026279896117	0	3	1.49442362785339	0	1	32	eerste set	193446.365194421	220680.848538668
Km_16256.4	highway	track	Kempen	3	0.60723287088955	0	3	1.4235907793045	1	1	276	eerste set	192754.302626445	219743.986694755
