pointid	key	value	Naam	tar_group	cvvi	area_prop_sb	openheid_klasse	openheid_waarde	is_sbp	in_sample	sample_order	batch	X	Y
Km_25933.4	highway	unclassified	Kempen	3	0.598879562094383	0	3	1.40917563438416	1	1	525	eerste set	223274.664359447	196675.279337424
Km_25955.2	highway	track	Kempen	1	0.470343963695568	0	3	1.3787579536438	0	1	970	eerste set	176115.432238827	205946.738432644
Km_26026.1.2	highway	unclassified	Kempen	1	0.427824869377513	0	3	1.40447044372559	0	1	647	eerste set	193969.309565229	204359.735821201
Km_26028.4	highway	unclassified	Kempen	1	0.485695990670613	0	3	1.39392101764679	0	1	1097	eerste set	195132.676339882	205433.432004245
Km_26053.5	highway	unclassified	Kempen	1	0.501349037782354	0	3	1.35887801647186	0	1	1052	eerste set	194066.786478464	207246.575610442
Km_26062.7	highway	track	Kempen	1	0.541459971006272	0	3	1.45995914936066	0	1	296	eerste set	195902.75090005	207057.292323486
Km_26067.4	highway	track	Kempen	1	0.47952507786692	0	3	1.42443227767944	0	1	667	eerste set	195966.246286996	207681.216020255
Km_2608	highway	unclassified	Kempen	1	0.32720888866374	0	3	1.35971486568451	0	1	1235	eerste set	213715.598719377	206135.413719186
Km_26087.1	highway	track	Kempen	3	0.689486623260477	0	3	1.4823739528656	1	1	101	eerste set	194284.843007849	209214.006260424
Km_26088.2	highway	unclassified	Kempen	1	0.481782728892659	0	3	1.35237538814545	0	1	524	eerste set	194200.522058777	208211.667107311
Km_26099.9	highway	unclassified	Kempen	3	0.534611762894922	0	3	1.42435014247894	1	1	171	eerste set	193433.403062347	209372.515035467
Km_26117.1	highway	unclassified	Kempen	3	0.508347755962167	0	3	1.41733431816101	1	1	376	eerste set	197131.182164701	211806.646871911
Km_26140.2	highway	unclassified	Kempen	1	0.146672061638851	0.0672976147490006	3	1.3612984418869	0	1	1155	eerste set	207166.653942224	188706.237912703
Km_26181.5	highway	unclassified	Kempen	1	0.420976661266009	0	3	1.40438854694366	0	1	1010	eerste set	198333.293514312	201383.651572257
Km_26184.3.1	highway	unclassified	Kempen	1	0.508573521064694	0	3	1.40296685695648	0	1	987	eerste set	199542.967339684	201049.049560388
Km_26189.2	highway	unclassified	Kempen	1	0.283259948696	0	3	1.36395871639252	0	1	403	eerste set	201350.119002095	201130.128018848
Km_26304.5	highway	track	Kempen	1	0.610167817223009	0	3	1.46875202655792	0	1	577	eerste set	214299.20285213	182735.168215678
Km_26361.5	highway	track	Kempen	3	0.710257012697477	0	3	1.48803389072418	1	1	510	eerste set	209658.822420728	217345.590131551
Km_26383.2	highway	track	Kempen	3	0.755259523143743	0.141542397582507	3	1.50614106655121	1	1	283	eerste set	194593.491611457	209926.948765226
Km_26448.4	highway	track	Kempen	1	0.417514929693238	0	3	1.35649228096008	0	1	97	eerste set	192028.782223074	216889.844901956
Km_26464.1.1	highway	track	Kempen	1	0.517754635236128	0	3	1.45276176929474	0	1	12	eerste set	192869.7121914	187397.958756837
Km_26507.7	highway	track	Kempen	3	0.636507079189964	0	3	1.44765830039978	1	1	360	eerste set	195208.862274597	214064.358445463
Km_26600.4	highway	track	Kempen	1	0.536192118612899	0	3	1.39755320549011	0	1	106	eerste set	200882.621461799	188407.298067528
Km_26648.3	highway	unclassified	Kempen	1	0.422255996847435	0	3	1.37131655216217	0	1	162	eerste set	240536.999807503	197719.429768741
Km_26658.1	highway	track	Kempen	1	0.717406240945433	0	3	1.49561131000519	0	1	981	eerste set	240786.550238667	200503.803661679
Km_26662.6	highway	track	Kempen	2	0.769256959503421	0	4	1.51591396331787	0	1	17	eerste set	241067.552374568	199849.671775748
Km_26663.17	highway	track	Kempen	2	0.863551517344923	0	4	1.5571186542511	0	1	65	eerste set	240479.396277871	200602.215881818
Km_26664.19	highway	track	Kempen	2	0.666684347900787	0	4	1.52797281742096	0	1	79	eerste set	241905.832682024	199472.716410136
Km_26665.2	highway	track	Kempen	1	0.769407469571899	0	3	1.50472962856293	0	1	542	eerste set	240795.209450196	199733.791367655
Km_26666.6	highway	track	Kempen	1	0.638012179873639	0	3	1.44400703907013	0	1	1020	eerste set	241978.171832982	200287.388852576
Km_26670.2	highway	track	Kempen	1	0.381543023349827	0	3	1.38691055774689	0	1	50	eerste set	240512.102875004	201829.351475847
Km_26812.12	highway	track	Kempen	1	0.428426909651132	0	3	1.4105703830719	0	1	777	eerste set	239193.602143174	192160.65439967
Km_26822.1	highway	unclassified	Kempen	1	0.541760991143116	0	3	1.39470958709717	0	1	686	eerste set	238197.13375486	190785.251764876
Km_2723.1	highway	track	Kempen	3	0.329918069894632	0	3	1.41886854171753	1	1	90	eerste set	224174.101765819	217822.835479634
Km_27234.2	highway	track	Kempen	1	0.63515248857452	0	3	1.44767379760742	0	1	779	eerste set	202753.428796828	188272.972707365
Km_27286.1	highway	unclassified	Kempen	1	0.622735407932876	0	3	1.41231858730316	0	1	183	eerste set	199709.226641733	234362.601404642
Km_27286.1.21	highway	unclassified	Kempen	1	0.403517493333678	0	3	1.38936901092529	0	1	9	eerste set	200207.59086658	235273.024970991
Km_27337.1	highway	track	Kempen	1	0.419321050513801	0	3	1.44655847549438	0	1	1037	eerste set	173823.207549081	234739.931834157
Km_27343.7	highway	track	Kempen	2	0.778061798503808	0	4	1.53969669342041	0	1	8	eerste set	241116.816870853	200883.936489811
Km_2736.1	highway	unclassified	Kempen	3	0.237429632873534	0	3	1.35875189304352	1	1	351	eerste set	229971.840118198	216404.780638726
Km_27487.1	highway	track	Kempen	1	0.499843937098525	0	3	1.38923966884613	0	1	60	eerste set	175135.561414724	185854.941279841
Km_27522.4	highway	track	Kempen	1	0.428351654616794	0	3	1.4457620382309	0	1	132	eerste set	160280.556760228	240773.17723792
Km_27585	highway	track	Kempen	1	0.44137077553186	0	3	1.39153182506561	0	1	2	eerste set	176011.725965349	190153.823676625
Km_27716.7	highway	unclassified	Kempen	1	0.39365908385465	0	3	1.38344919681549	0	1	336	eerste set	179438.763611701	221946.237770715
Km_27825.24	highway	unclassified	Kempen	1	0.676467502345604	0	3	1.45287811756134	0	1	473	eerste set	186442.783044713	217568.589774099
Km_27894.15	highway	track	Kempen	3	0.475837581191517	0	3	1.40777444839478	1	1	310	eerste set	195145.67754202	225176.687794708
Km_27898.3	highway	track	Kempen	3	0.625218824061295	0	3	1.4687716960907	1	1	317	eerste set	196954.888808991	226917.85524443
Km_27898.9	highway	track	Kempen	4	0.76233349635763	0	4	1.52116429805756	1	1	25	eerste set	196861.317829039	226632.114277933
Km_27989.2	highway	unclassified	Kempen	1	0.605426750068893	0	3	1.39439356327057	0	1	153	eerste set	147417.438311012	228382.137825959
Km_28033.2.3	highway	tertiary	Kempen	3	0.43264119156572	0	3	1.38985407352448	1	1	30	eerste set	227367.253924736	202480.408276892
Km_28110.2	highway	track	Kempen	3	0.683089945354312	0	3	1.40474808216095	1	1	31	eerste set	182615.740160571	233511.727393312
Km_2820.5	highway	unclassified	Kempen	1	0.637410139600138	0	3	1.48113942146301	0	1	847	eerste set	169570.696732615	225320.583258384
Km_28277.14	highway	track	Kempen	1	0.616188219958191	0	3	1.47370004653931	0	1	368	eerste set	185834.167640855	229610.684687271
Km_28287.6	highway	track	Kempen	1	0.565391071879134	0	3	1.46365749835968	0	1	46	eerste set	194089.67556495	187013.845493218
Km_28311.10	highway	track	Kempen	1	0.537922984399315	0	3	1.38414263725281	0	1	82	eerste set	166167.203455802	187514.746304859
Km_28313.7	highway	track	Kempen	1	0.710106502628982	0	3	1.50073194503784	0	1	1250	eerste set	185920.666221064	228202.489134127
Km_28442.3	highway	track	Kempen	1	0.616263474992456	0	3	1.42360031604767	0	1	798	eerste set	242335.751417859	199212.457905715
Km_28577.3	highway	unclassified	Kempen	1	0.490888588029878	0	3	1.36411345005035	0	1	203	eerste set	197439.293422706	193744.14688664
Km_2884.4	highway	unclassified	Kempen	1	0.508197245893801	0	3	1.43504881858826	0	1	1207	eerste set	172174.971718556	228542.225017063
Km_2888.3	highway	unclassified	Kempen	1	0.705365435474917	0	3	1.49112677574158	0	1	158	eerste set	172543.716544077	230065.11818449
Km_2889	highway	unclassified	Kempen	1	0.630637186522979	0	3	1.50415551662445	0	1	786	eerste set	173411.209965463	231088.941835444
Km_2892.5	highway	unclassified	Kempen	1	0.635077233540261	0	3	1.48141491413116	0	1	1018	eerste set	173105.919848346	233044.679391827
Km_2893.10	highway	unclassified	Kempen	1	0.635227743608673	0	3	1.47515952587128	0	1	52	eerste set	175644.800391934	233920.05662099
Km_28973.2	highway	track	Kempen	3	0.449347809156205	0	3	1.36737632751465	1	1	532	eerste set	212947.178821099	204459.474839479
Km_28976.2	highway	track	Kempen	1	0.39320755364952	0	3	1.36210012435913	0	1	116	eerste set	213564.928024687	205468.691478494
Km_2902	highway	unclassified	Kempen	1	0.462517440139648	0	3	1.4607412815094	0	1	342	eerste set	177038.344118386	237922.28335231
Km_29206.1.13	highway	track	Kempen	1	0.335261177322195	0	3	1.41114771366119	0	1	381	eerste set	161522.222333444	188513.437715574
Km_29289.4	highway	track	Kempen	1	0.458303158224869	0	3	1.40467703342438	0	1	144	eerste set	214064.032490971	180106.373195718
Km_29358.1.2	highway	tertiary	Kempen	3	0.634475193266876	0.0467791372380936	3	1.49819099903107	1	1	342	eerste set	240960.69987231	203437.542867706
Km_2942.1.4	highway	unclassified	Kempen	1	0.413526412881156	0	3	1.45905923843384	0	1	250	eerste set	174095.255373577	237712.650220812
Km_29424.2	highway	track	Kempen	1	0.434522567420493	0	3	1.44460487365723	0	1	596	eerste set	246684.773086036	208920.430935837
Km_29425.2	highway	track	Kempen	1	0.204091652726691	0	3	1.359903216362	0	1	959	eerste set	245535.426044397	208248.750689124
Km_29540	highway	track	Kempen	1	0.515195964073591	0	3	1.43876802921295	0	1	1156	eerste set	192147.533902788	187408.848827575
Km_29553.4	highway	track	Kempen	1	0.590375743230636	0	3	1.42043828964233	0	1	404	eerste set	195743.299494778	215848.092521271
Km_29569	highway	track	Kempen	1	0.336766278006023	0	3	1.35375928878784	0	1	1030	eerste set	199448.63307248	209607.651059608
Km_29611.6	highway	track	Kempen	1	0.600384662778132	0	3	1.48285114765167	0	1	1119	eerste set	191906.613633855	224481.629635846
Km_29649.1	highway	track	Kempen	1	0.501574802884907	0	3	1.37374746799469	0	1	559	eerste set	170497.822674563	220587.094734773
Km_29802.9	highway	track	Kempen	3	0.458829943464343	0	3	1.41466641426086	1	1	84	eerste set	246702.179697931	205117.794693286
Km_29810.5	highway	track	Kempen	3	0.520313306398474	0	3	1.3721616268158	1	1	278	eerste set	243342.605187986	208447.833335209
Km_2988	highway	unclassified	Kempen	1	0.2600813981651	0	3	1.40050995349884	0	1	1069	eerste set	164567.209360034	229688.722348305
Km_29894	highway	track	Kempen	3	0.404044278573022	0	3	1.35345327854156	1	1	533	eerste set	232887.451353368	212920.902835064
Km_2990.5	highway	unclassified	Kempen	2	0.727565670561309	0	4	1.54380655288696	0	1	83	eerste set	164004.254846495	230045.513112948
Km_2991	highway	unclassified	Kempen	2	0.747959784827212	0	4	1.52168309688568	0	1	2	eerste set	163541.826923351	229473.87965938
Km_29961.1.1	highway	track	Kempen	3	0.643957327574829	0	3	1.40739035606384	1	1	387	eerste set	192281.34688812	228722.539623766
Km_29969	highway	track	Kempen	3	0.551920420758914	0	3	1.41871750354767	1	1	298	eerste set	191253.607974446	229574.083986929
Km_30017.2	highway	unclassified	Kempen	1	0.259103082720581	0	3	1.4029186964035	0	1	1051	eerste set	185608.887828562	214850.557736082
Km_30054.4	highway	track	Kempen	3	0.486599051080937	0	3	1.45919799804688	1	1	33	eerste set	244031.801338316	207308.762262572
Km_30087.1	highway	unclassified	Kempen	1	0.28845254605522	0	3	1.38594329357147	0	1	284	eerste set	188307.152499171	226468.143626059
Km_30169.4	highway	track	Kempen	3	0.441671795668733	0	3	1.42592668533325	1	1	498	eerste set	187788.114347521	228926.812419358
Km_30171.10	highway	track	Kempen	4	0.692722589730818	0	4	1.53616976737976	1	1	47	eerste set	190298.597430904	228993.561836572
Km_30222.6	highway	unclassified	Kempen	3	0.415633553838491	0	3	1.42575073242188	1	1	424	eerste set	244208.894122335	206507.187884318
Km_30253.1	highway	unclassified	Kempen	1	0.220572505214662	0	3	1.3676735162735	0	1	149	eerste set	194331.622622336	219573.658567173
Km_30264.1	highway	unclassified	Kempen	1	0.506165359970646	0	3	1.48651051521301	0	1	329	eerste set	195063.880205817	216086.314724759
Km_30272.5	highway	unclassified	Kempen	3	0.593686964735082	0	3	1.44982445240021	1	1	379	eerste set	195665.031057315	217357.252575508
Km_30350.1	highway	tertiary	Kempen	1	0.340303264613032	0	3	1.44764375686646	0	1	163	eerste set	177712.767710367	242950.912798268
Km_30450.2	highway	track	Kempen	4	0.895384396807725	0	4	1.53606605529785	1	1	108	eerste set	225111.18970567	217829.421234269
Km_30450.7	highway	track	Kempen	3	0.613178018590584	0	3	1.41269385814667	1	1	120	eerste set	225260.538613981	217618.178923795
Km_3047.1	highway	unclassified	Kempen	1	0.494124554499968	0	3	1.41941738128662	0	1	297	eerste set	227085.507457849	217960.983816249
Km_30561.4	highway	track	Kempen	1	0.402915453060281	0	3	1.35806226730347	0	1	846	eerste set	227251.851231184	215354.193280575
Km_30584.1	highway	track	Kempen	1	0.553801796613759	0	3	1.39761686325073	0	1	614	eerste set	219130.400358256	212679.160287914
Km_30638.3	highway	track	Kempen	1	0.270090317712521	0	3	1.36388766765594	0	1	221	eerste set	239901.811550637	193708.750198656
Km_30675.1	highway	unclassified	Kempen	3	0.490963843064009	0	3	1.3711302280426	1	1	299	eerste set	195081.96754185	212279.778379411
Km_30703	highway	track	Kempen	1	0.509175561338239	0	3	1.43678534030914	0	1	1056	eerste set	225284.184251266	208009.091730972
Km_30707.5	highway	track	Kempen	3	0.520087541295985	0.00811292959337139	3	1.43166160583496	1	1	53	eerste set	202169.040089941	184048.443008121
Km_30760.2	highway	unclassified	Kempen	1	0.388616996563866	0	3	1.39907586574554	0	1	34	eerste set	185384.308613923	229195.728370982
Km_30765.1	highway	track	Kempen	3	0.490813332995649	0	3	1.4107106924057	1	1	399	eerste set	187433.061563702	229531.539953712
Km_30791.3	highway	track	Kempen	1	0.528365595056993	0	3	1.38406944274902	0	1	1197	eerste set	185232.308415819	228513.506735439
Km_30831.4	highway	track	Kempen	3	0.527236769544281	0	3	1.39532494544983	1	1	442	eerste set	242726.537165976	205127.453309028
Km_30896	highway	unclassified	Kempen	1	0.42564247338595	0	3	1.35397672653198	0	1	1173	eerste set	184184.760282309	193014.950326979
Km_30903.3	highway	track	Kempen	1	0.457625862917257	0	3	1.35668444633484	0	1	578	eerste set	220879.572890933	211132.307601665
Km_30960.8	highway	track	Kempen	4	0.88176323561932	0	4	1.51457405090332	1	1	172	eerste set	195206.648083538	213784.74130096
Km_31035.11	highway	track	Kempen	1	0.517077339928362	4.4078055180539e-07	3	1.40219116210938	0	1	373	eerste set	168701.944515751	221637.353154925
Km_31043.16	highway	track	Kempen	1	0.738778670655906	0	3	1.4443302154541	0	1	192	eerste set	166534.300210923	221905.796139841
Km_31210.4	highway	track	Kempen	3	0.495930675320575	0	3	1.38525319099426	1	1	34	eerste set	196448.528611832	225357.583346817
Km_31224	highway	track	Kempen	3	0.187234525067917	0.0494640676507723	3	1.35869657993317	1	1	179	eerste set	194888.838368786	226105.728389911
Km_31226.3	highway	unclassified	Kempen	3	0.501650057919183	0	3	1.40409302711487	1	1	219	eerste set	195872.214447663	227142.16139645
Km_31264.6	highway	track	Kempen	1	0.603695884282614	0	3	1.48321771621704	0	1	718	eerste set	230653.31231708	213903.462490667
Km_31272.3	highway	unclassified	Kempen	3	0.595643595623893	0	3	1.41004502773285	1	1	378	eerste set	243849.98100456	205680.375900258
Km_31301	highway	track	Kempen	3	0.296354324645234	0	3	1.37795424461365	1	1	197	eerste set	226549.899946057	182233.820059782
Km_31344	highway	unclassified	Kempen	1	0.269563532473203	0	3	1.36290752887726	0	1	344	eerste set	193606.202593399	223984.37961056
Km_31383.1.3	highway	unclassified	Kempen	3	0.433619507010185	0	3	1.43286848068237	1	1	383	eerste set	193029.301664483	224783.870130605
Km_31478.2	highway	track	Kempen	1	0.481406453721655	0	3	1.37028658390045	0	1	566	eerste set	216085.391235613	194195.681168336
Km_31486.16	highway	track	Kempen	3	0.492694708850293	0.0245051126963378	3	1.39255130290985	1	1	146	eerste set	236540.979814534	210104.580563127
Km_31525.1	highway	unclassified	Kempen	2	0.554479091921356	0	4	1.52945852279663	0	1	4	eerste set	175249.846606825	234580.180497711
Km_31535.12	highway	unclassified	Kempen	2	0.766246758135587	0	4	1.52130591869354	0	1	43	eerste set	174643.297078868	235146.447958356
Km_31535.2	highway	unclassified	Kempen	1	0.541234205903727	0	3	1.50840818881989	0	1	761	eerste set	174668.11923885	234636.675934422
Km_31545.7	highway	unclassified	Kempen	1	0.668565723755484	0	3	1.42673361301422	0	1	232	eerste set	175442.898132538	236208.842831385
Km_31729.1.1	highway	track	Kempen	1	0.360546868810426	0	3	1.37699949741364	0	1	1038	eerste set	223015.718710192	208186.668907314
Km_31785	highway	track	Kempen	1	0.571712494751197	0.000981413400389858	3	1.41855049133301	0	1	426	eerste set	232204.313029486	209281.205584979
Km_31799.1	highway	track	Kempen	1	0.320962720825884	0	3	1.35570025444031	0	1	484	eerste set	219655.419576918	178263.233285021
Km_31804.3	highway	unclassified	Kempen	3	0.482911554405557	0	3	1.35459852218628	1	1	103	eerste set	174854.087118869	202275.713343477
Km_31845.13	highway	track	Kempen	1	0.65343946188291	0	3	1.45889401435852	0	1	638	eerste set	174879.433192633	223643.586265753
Km_31968	highway	track	Kempen	3	0.444681997036179	0	3	1.45113039016724	1	1	86	eerste set	244957.907053986	203945.425320734
Km_32023.8	highway	track	Kempen	3	0.628454790531472	0.019927125581892	3	1.4670912027359	1	1	108	eerste set	240764.96660297	204504.763624456
Km_32024	highway	track	Kempen	1	0.473429420097333	0	3	1.43068897724152	0	1	4	eerste set	239342.073990505	202906.831150919
Km_32042	highway	track	Kempen	3	0.57901223306779	0	3	1.38392436504364	1	1	491	eerste set	246722.136436921	202898.770334788
Km_32052.11	highway	unclassified	Kempen	2	0.662846341156802	0	4	1.51491057872772	0	1	11	eerste set	178074.318682592	237706.079998607
Km_32054.6	highway	unclassified	Kempen	1	0.505638574731262	0	3	1.37908327579498	0	1	1089	eerste set	176630.226545252	239735.652429399
Km_32056.7	highway	unclassified	Kempen	1	0.402539177889201	0	3	1.4407639503479	0	1	522	eerste set	176138.928590299	238052.984758325
Km_32068.4	highway	unclassified	Kempen	1	0.477869467114706	0	3	1.49196469783783	0	1	40	eerste set	178365.401371087	238015.807103908
Km_32071	highway	unclassified	Kempen	2	0.699721307910595	0	4	1.5220775604248	0	1	28	eerste set	178294.394828501	239691.759901796
Km_3217.2.2	highway	unclassified	Kempen	3	0.374920580340998	0	3	1.37441647052765	1	1	4	eerste set	224682.077938867	202113.754123366
Km_32293.5	highway	track	Kempen	1	0.727339905458882	0	3	1.49579560756683	0	1	1222	eerste set	184164.829052824	198306.212519903
Km_32294.1.8	highway	track	Kempen	1	0.496758480696709	0	3	1.37463080883026	0	1	327	eerste set	182888.111209184	198523.398317695
Km_32295.7	highway	track	Kempen	3	0.653364206848902	0.0140285242438589	3	1.48039221763611	1	1	149	eerste set	227279.237102686	199384.592705416
Km_32366.2.6	highway	unclassified	Kempen	1	0.265951290832027	0	3	1.36525368690491	0	1	649	eerste set	234293.306804335	177450.053730029
Km_32406.1	highway	unclassified	Kempen	1	0.483664104747441	0	3	1.43496191501617	0	1	861	eerste set	234963.824357599	203688.65973296
Km_32409	highway	unclassified	Kempen	1	0.628153770394782	0	3	1.49285817146301	0	1	485	eerste set	238021.512197693	202642.548828396
Km_32412	highway	track	Kempen	1	0.440016184916489	0	3	1.40016543865204	0	1	750	eerste set	233765.128545375	204491.691252371
Km_32418.1	highway	track	Kempen	3	0.542664051553355	0	3	1.42072093486786	1	1	229	eerste set	178760.301405871	195904.667760466
Km_32473.5	highway	track	Kempen	3	0.360020083571111	0	3	1.4388542175293	1	1	222	eerste set	241630.992674543	203364.09391916
Km_32474	highway	track	Kempen	1	0.322166801372939	0	3	1.39191830158234	0	1	854	eerste set	181550.59795258	230938.526378534
Km_32543.6	highway	track	Kempen	3	0.52813982995442	0	3	1.43910539150238	1	1	118	eerste set	202268.812941404	225503.979967366
Km_32800.6	highway	track	Kempen	3	0.270240827780935	0	3	1.35473382472992	1	1	159	eerste set	182698.372359528	226543.966211418
Km_32900.6	highway	unclassified	Kempen	3	0.779341134085008	0	3	1.49353492259979	1	1	444	eerste set	231182.002431429	191829.909460769
Km_32923.1	highway	track	Kempen	3	0.574647441084713	0	3	1.41574859619141	1	1	465	eerste set	177771.493260427	196927.80760226
Km_32948.2	highway	unclassified	Kempen	1	0.519711266124967	0	3	1.46329367160797	0	1	610	eerste set	177153.976498915	242448.974671577
Km_32954.2.22	highway	unclassified	Kempen	2	0.811023503479459	0	4	1.52698338031769	0	1	39	eerste set	176123.76731704	241783.022322033
Km_32959.4	highway	unclassified	Kempen	3	0.52633370913379	0	3	1.38913977146149	1	1	88	eerste set	178384.97719801	198352.992275959
Km_32977.1	highway	unclassified	Kempen	1	0.457776372985639	0	3	1.36468660831451	0	1	210	eerste set	229473.632057332	177716.582877932
Km_33028.4	highway	track	Kempen	1	0.385531540162002	0	3	1.47579121589661	0	1	126	eerste set	214252.619207504	178518.960263551
Km_33043	highway	track	Kempen	1	0.23750488790771	0	3	1.36979401111603	0	1	1244	eerste set	216873.313626247	176844.7996719
Km_33044.4	highway	track	Kempen	1	0.46093708442159	0	3	1.39011752605438	0	1	1168	eerste set	218676.757351974	176717.47161242
Km_3307.8	highway	unclassified	Kempen	1	0.593235434530034	0	3	1.4948513507843	0	1	1063	eerste set	157954.387197041	231010.515812032
Km_3313.2	highway	unclassified	Kempen	1	0.520915346672042	0	3	1.42439723014832	0	1	676	eerste set	158577.15211384	230647.442352195
Km_3317.2	highway	unclassified	Kempen	1	0.344517546527734	0	3	1.42008566856384	0	1	1203	eerste set	159400.232296407	229901.295312198
Km_3318.9	highway	unclassified	Kempen	2	0.786791382469851	0	4	1.521160364151	0	1	84	eerste set	158865.327258879	229538.023442558
Km_33270.1	highway	unclassified	Kempen	3	0.354225445938383	0	3	1.37625229358673	1	1	312	eerste set	176497.284716434	202283.549587796
Km_33874.9	highway	track	Kempen	1	0.382295573691813	0	3	1.36748898029327	0	1	780	eerste set	212691.710364984	216062.589338524
Km_3402.26	highway	unclassified	Kempen	1	0.72139475775773	0	3	1.45366287231445	0	1	88	eerste set	197223.092339013	235978.512344406
Km_34357.1.8	highway	track	Kempen	1	0.421578701539586	0	3	1.37863373756409	0	1	237	eerste set	210215.127020585	216726.803053746
Km_34481.16	highway	track	Kempen	4	0.772718691076087	0	4	1.5145218372345	1	1	54	eerste set	224860.304760494	195896.831625585
Km_34517.15	highway	unclassified	Kempen	1	0.529720185672446	0	3	1.48496782779694	0	1	468	eerste set	170603.680627004	233364.402317824
Km_34542.2	highway	track	Kempen	1	0.310577526107439	0	3	1.39207196235657	0	1	248	eerste set	204655.750662676	189468.775442868
Km_34543.1	highway	track	Kempen	1	0.185052129076388	0	3	1.36443912982941	0	1	942	eerste set	205176.170103052	189970.230680142
Km_34592.1	highway	track	Kempen	3	0.400206271829296	0	3	1.36968100070953	1	1	144	eerste set	178101.63531305	212900.469026555
Km_34859	highway	track	Kempen	1	0.603394864145654	0	3	1.44251263141632	0	1	873	eerste set	233600.980188069	206641.803342921
Km_35032.5	highway	unclassified	Kempen	1	0.434146292249561	0.231696643407301	3	1.37958645820618	0	1	75	eerste set	207164.717677296	189501.64079815
Km_35113.3	highway	track	Kempen	3	0.551544145587889	0	3	1.42007446289062	1	1	110	eerste set	224340.36683251	218457.729170165
Km_35510.6	highway	track	Kempen	2	0.747131979451181	0	4	1.51783668994904	0	1	13	eerste set	235690.822399713	208546.231604172
Km_35554.10	highway	track	Kempen	3	0.386509855606517	0	3	1.41881537437439	1	1	416	eerste set	237165.660580538	207287.554147763
Km_35565.7	highway	track	Kempen	3	0.57058366923845	0	3	1.47143089771271	1	1	226	eerste set	234828.09633736	210687.914756503
Km_35569.9	highway	track	Kempen	3	0.507820970722818	0.101239570801719	3	1.39992606639862	1	1	358	eerste set	235546.215584961	210923.085581631
Km_35571.6	highway	track	Kempen	4	0.801767134273911	0.042063871444019	4	1.51871621608734	1	1	98	eerste set	236655.937555898	210776.605775044
Km_35788.1	highway	track	Kempen	1	0.331724190715209	0	3	1.38228571414948	0	1	51	eerste set	201197.662563565	210986.891278677
Km_35882	highway	unclassified	Kempen	1	0.27249847880665	0	3	1.35470473766327	0	1	180	eerste set	173432.968676533	215139.150590157
Km_35908.1	highway	track	Kempen	1	0.45988351394299	0	3	1.39608538150787	0	1	383	eerste set	173209.218117124	214105.20551747
Km_36005.3	highway	unclassified	Kempen	1	0.481030178550746	0	3	1.39443695545197	0	1	741	eerste set	198194.45051171	208528.486521559
Km_36033.1	highway	tertiary	Kempen	1	0.493221494089683	0	3	1.43407952785492	0	1	803	eerste set	189745.492760928	185698.547122755
Km_36056	highway	track	Kempen	1	0.490662822927207	0	3	1.40418362617493	0	1	1100	eerste set	210843.420737506	200759.636002663
Km_36069.4	highway	track	Kempen	1	0.242998505403709	0.000307922095130597	3	1.35576975345612	0	1	878	eerste set	167633.003609342	222864.521934198
Km_36111.7	highway	tertiary	Kempen	1	0.553651286545372	0	3	1.48951256275177	0	1	59	eerste set	181571.699931547	238394.353566931
Km_36113.5	highway	unclassified	Kempen	1	0.441069755395157	0	3	1.47934985160828	0	1	1111	eerste set	182030.533102197	241103.120653308
Km_36126.6	highway	track	Kempen	1	0.732457247783807	0	3	1.4380898475647	0	1	609	eerste set	196648.874981868	215619.915917172
Km_36159.2	highway	track	Kempen	1	0.31321145230422	0	3	1.45579874515533	0	1	950	eerste set	244454.664116365	206780.71392893
Km_36248	highway	track	Kempen	1	0.126052182270413	0	3	1.37538266181946	0	1	108	eerste set	205800.09009172	190068.005259726
Km_36385	highway	track	Kempen	3	0.634926723471946	0	3	1.41885089874268	1	1	139	eerste set	180307.996469435	214090.861919453
Km_36494.1	highway	track	Kempen	1	0.388692251598025	0	3	1.43850529193878	0	1	135	eerste set	153473.871249839	236893.845618025
Km_36673.4	highway	unclassified	Kempen	1	0.586763501589367	0	3	1.4189281463623	0	1	202	eerste set	180718.302558044	236462.582988684
Km_36692.1.3	highway	tertiary	Kempen	1	0.573067085366661	0	3	1.46338284015656	0	1	29	eerste set	179464.812925339	240909.151193001
Km_36722.1	highway	unclassified	Kempen	1	0.65351471691725	0	3	1.47785520553589	0	1	1108	eerste set	181231.176170221	236908.532728122
Km_36728.1.3	highway	track	Kempen	3	0.34496907673283	0	3	1.41948068141937	1	1	176	eerste set	205777.811546366	182835.235581921
Km_36938	highway	track	Kempen	1	0.327961439005596	0.10634717933518	3	1.42553579807281	0	1	733	eerste set	206442.599546283	188112.296077462
Km_37008.1	highway	unclassified	Kempen	1	0.253383700122035	0	3	1.39287161827087	0	1	421	eerste set	175977.256969914	225337.562267152
Km_3702	highway	track	Kempen	3	0.566068367186896	0	3	1.36698818206787	1	1	504	eerste set	195828.945469384	228335.511411116
Km_37060.9	highway	track	Kempen	1	0.290183411841625	0	3	1.36606049537659	0	1	43	eerste set	203789.475701855	190283.54578783
Km_37120.1	highway	unclassified	Kempen	1	0.33488490215128	0	3	1.39486360549927	0	1	453	eerste set	187376.34597272	226099.390239469
Km_3716.1	highway	unclassified	Kempen	3	0.420976661266083	0	3	1.43976485729218	1	1	71	eerste set	196417.318653064	227965.739117857
